node,label,platform,node_type,city,in_degree,out_degree,betweenness,eigenvector,community
jeanpaulfrijns,jeanpaulfrijns,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
balajanonbike,balajanonbike,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
alexandra_ilisie,alexandra_ilisie,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
outback_motortek,outback_motortek,instagram,ig_user,,0.0,11.0,0.0,0.0,-1
celtic68,celtic68,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
_s1ngularity,_s1ngularity,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
17demirleydiler,17demirleydiler,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
javixsaravia_,javixsaravia_,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
free_moto_trip,free_moto_trip,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
brapbas,brapbas,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
husky701remus,husky701remus,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cosmoaccessories,cosmoaccessories,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ibrahim.kinali,ibrahim.kinali,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
bushii.07,bushii.07,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
advriderfi,advriderfi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
peshekhanov,peshekhanov,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
_quello_con_il_transalp_,_quello_con_il_transalp_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
francy_revels,francy_revels,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
saimon_raia,saimon_raia,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
angry_borya47,angry_borya47,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
hoerhager_patric_,hoerhager_patric_,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
suzan_nieman,suzan_nieman,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
m.igelmann,m.igelmann,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
running.joerg,running.joerg,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kristinlburris,kristinlburris,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jenny.kipper,jenny.kipper,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
letti.80,letti.80,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
kourkourikisj,kourkourikisj,instagram,ig_user,,0.0,10.0,0.0,0.0,-1
tanjarennt,tanjarennt,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
svetbehu.cz,svetbehu.cz,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
hikingheiki,hikingheiki,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
balibelak,balibelak,instagram,ig_user,,0.0,11.0,0.0,0.0,-1
michel_fasel,michel_fasel,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ali_b_dali,ali_b_dali,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
luckoberhof,luckoberhof,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jola_ketterer,jola_ketterer,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
team_mauna_kukini,team_mauna_kukini,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
phil_e_,phil_e_,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
brunneckerfrank,brunneckerfrank,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
petraleiminger,petraleiminger,instagram,ig_user,,0.0,4.0,0.0,0.0,-1
ulrikekinzler,ulrikekinzler,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
johnstevens4,johnstevens4,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
schunim,schunim,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
snowprofilertommi,snowprofilertommi,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
lisa_risch,lisa_risch,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mcstijnie,mcstijnie,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
berg_floehchen,berg_floehchen,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
meike.on.trails,meike.on.trails,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
sjaegerfeld,sjaegerfeld,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lukaslange83,lukaslange83,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
filmkitchen_by_j.s,filmkitchen_by_j.s,instagram,ig_user,,0.0,7.0,0.0,0.0,-1
runningzonebrno,runningzonebrno,instagram,ig_user,,0.0,4.0,0.0,0.0,-1
helmboldt,helmboldt,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mgnirck,mgnirck,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
heike_rakete,heike_rakete,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
nedybali,nedybali,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
homme.il,homme.il,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
mienkaterep,mienkaterep,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
nico_ndrprm,nico_ndrprm,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
transalpandalucia,transalpandalucia,instagram,ig_user,,0.0,12.0,0.0,0.0,-1
transalp_paraguay,transalp_paraguay,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cissou36,cissou36,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kraiczarcreation,kraiczarcreation,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
diario_di_gomma_traveler4x4,diario_di_gomma_traveler4x4,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
heavyblues_frank,heavyblues_frank,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ste3rs,ste3rs,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
micorsopac,micorsopac,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jan1578,jan1578,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
peppe_adventure_life,peppe_adventure_life,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
tuareg.riders,tuareg.riders,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
blondin691200,blondin691200,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
velesov_zmei,velesov_zmei,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cuturriecha,cuturriecha,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
beto_en_moto,beto_en_moto,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ciro_adv,ciro_adv,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cervomatteo,cervomatteo,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
andreasacche,andreasacche,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
leandrosantos7818,leandrosantos7818,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
fabri28,fabri28,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
drag80,drag80,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
torque_adv_pt,torque_adv_pt,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
l.escadron_,l.escadron_,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
f400cc,f400cc,instagram,ig_user,,0.0,6.0,0.0,0.0,-1
onourbikee,onourbikee,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
speedphotosp,speedphotosp,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
grajacorte,grajacorte,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rota47oficial,rota47oficial,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
markin_da_t700,markin_da_t700,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
caulusgrau,caulusgrau,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
grauu.c0m,grauu.c0m,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
gustavo_souza.46,gustavo_souza.46,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ipashev8,ipashev8,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
prestigemotoshop95,prestigemotoshop95,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
perdidooeste,perdidooeste,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
wesleiialemao,wesleiialemao,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ridebymarcside,ridebymarcside,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
bikemeup_,bikemeup_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
quelloconlamotorossa,quelloconlamotorossa,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kame_on,kame_on,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
turbo_lenti,turbo_lenti,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
grau_de_abusado,grau_de_abusado,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
claudiodn,claudiodn,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
honda_transalp_italia,honda_transalp_italia,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
diego_matta,diego_matta,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
883sportsterman,883sportsterman,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
_angelinipietro_,_angelinipietro_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rubiruberider__,rubiruberider__,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
_giampaololamacchia_,_giampaololamacchia_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
officinadelletoppe,officinadelletoppe,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
riccardo_trasmondi,riccardo_trasmondi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
iraa.mdt,iraa.mdt,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalpistapercaso,transalpistapercaso,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
gm_bikerland,gm_bikerland,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sandman_rider,sandman_rider,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
endurostradali,endurostradali,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
honda_transalp_rally_touring,honda_transalp_rally_touring,instagram,ig_user,,0.0,8.0,0.0,0.0,-1
alessandro_queirolo,alessandro_queirolo,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
scanga_23,scanga_23,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
gimmyfiri.itinerari.inmoto,gimmyfiri.itinerari.inmoto,instagram,ig_user,,0.0,18.0,0.0,0.0,-1
moto_magazine_france,moto_magazine_france,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rahapart,rahapart,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motonline,motonline,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jayeshkoli_17,jayeshkoli_17,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
topkarmotor,topkarmotor,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trladv,trladv,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
riccardkh,riccardkh,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
tirobiker,tirobiker,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
revista.motoride,revista.motoride,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
midlifecruises_adventures,midlifecruises_adventures,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
meatbike134,meatbike134,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sagarsheldekar,sagarsheldekar,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
v79moto,v79moto,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motorradhauszehren,motorradhauszehren,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
hondamotos_cl,hondamotos_cl,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
the_biketales,the_biketales,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mojoscott,mojoscott,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
metiljka,metiljka,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jazdime.sk,jazdime.sk,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sebastianvargas_01,sebastianvargas_01,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mrcheidel,mrcheidel,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
braianmf15,braianmf15,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
stefi.moto,stefi.moto,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
roadtriptransalp,roadtriptransalp,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
double_dee68,double_dee68,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
hondamoto.reims,hondamoto.reims,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cross_road_bikes,cross_road_bikes,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
casalestradeiro_moto,casalestradeiro_moto,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
unidos_grau,unidos_grau,instagram,ig_user,,0.0,17.0,0.0,0.0,-1
rotadacruz.mcbrasil,rotadacruz.mcbrasil,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
adiel_mototrail,adiel_mototrail,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
davi_stumm,davi_stumm,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
goneri,goneri,instagram,ig_user,,0.0,12.0,0.0,0.0,-1
tabordes_,tabordes_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ideal.bike,ideal.bike,instagram,ig_user,,0.0,8.0,0.0,0.0,-1
tourswithgreg,tourswithgreg,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
riikka.tulppo,riikka.tulppo,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
osquentao244,osquentao244,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
deuterfrance,deuterfrance,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
krystlepistel,krystlepistel,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ferrodiario.it,ferrodiario.it,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
max.wille_,max.wille_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
freerider.fr,freerider.fr,instagram,ig_user,,0.0,9.0,0.0,0.0,-1
railcolor,railcolor,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dolnoslaskaanna,dolnoslaskaanna,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
tunerlada,tunerlada,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
hip.ster.run.ner,hip.ster.run.ner,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
tarshoftheforest,tarshoftheforest,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
skiingferdi,skiingferdi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
patrick_sweatnrun,patrick_sweatnrun,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
yann29860,yann29860,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
marcuslaeuftwieder,marcuslaeuftwieder,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
aarrlloonn,aarrlloonn,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
onuralbayrakvlog,onuralbayrakvlog,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dstn_garage,dstn_garage,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
juztinian,juztinian,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lb_scandal,lb_scandal,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
teishyannamarie,teishyannamarie,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jerzysiemdaj,jerzysiemdaj,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
natalia_paulina,natalia_paulina,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
s8piral,s8piral,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jaroslav_guzanic,jaroslav_guzanic,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
gomotor.pl,gomotor.pl,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
deuterbrasil,deuterbrasil,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
vadim_zavalishin_,vadim_zavalishin_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cihat_uzel,cihat_uzel,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
pizzamiguel,pizzamiguel,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
grau.makabu,grau.makabu,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sao_marcos_no_grau,sao_marcos_no_grau,instagram,ig_user,,0.0,8.0,0.0,0.0,-1
familia_do_grau_160,familia_do_grau_160,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
liebhabergeorg,liebhabergeorg,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
djaeltourinho,djaeltourinho,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
korneliusz_zegunia,korneliusz_zegunia,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
83908.5,83908.5,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
donutchickachic,donutchickachic,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
hb.motostuff,hb.motostuff,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motosloucosporminiaturas_,motosloucosporminiaturas_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dograu_mts_,dograu_mts_,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
tacamarcha_019,tacamarcha_019,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
grauneutro244,grauneutro244,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
desenroola,desenroola,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ben.arviv,ben.arviv,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
_t4nky_,_t4nky_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ktm_690_barcelona,ktm_690_barcelona,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
yevgenysteshits,yevgenysteshits,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalpspain,transalpspain,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
tiger_johnny_,tiger_johnny_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
joheljaquez,joheljaquez,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motogg.esp,motogg.esp,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motorswalker,motorswalker,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kg__garage,kg__garage,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sutam_zrutam,sutam_zrutam,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
monkeymototraveler,monkeymototraveler,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
isra575,isra575,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
trans.rally,trans.rally,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
_schinico_,_schinico_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
marco_bierhoff,marco_bierhoff,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
veljko_lipsanovic,veljko_lipsanovic,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
theevilchop,theevilchop,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
simonecolucci9484,simonecolucci9484,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
karoleks92,karoleks92,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
nacholeon994,nacholeon994,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
robymazzo67,robymazzo67,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
opalunte,opalunte,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
moto.sweden,moto.sweden,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
zapmxl,zapmxl,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
bydrive17,bydrive17,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ryszr,ryszr,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
moto_gobi,moto_gobi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
marta_garcez_rustytales,marta_garcez_rustytales,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalp_trail,transalp_trail,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
joanabreyton,joanabreyton,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
miss.lk.sunshine,miss.lk.sunshine,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
2wheels_wings,2wheels_wings,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
just.gocycling,just.gocycling,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
starmotobursa,starmotobursa,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
graudichava_309,graudichava_309,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
1906matador,1906matador,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
honda_crna_gora,honda_crna_gora,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rafamilllgrau,rafamilllgrau,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rakad_ridetodakar,rakad_ridetodakar,instagram,ig_user,,0.0,10.0,0.0,0.0,-1
2wheelz_91,2wheelz_91,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
bike4passion,bike4passion,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cristiano.capelli,cristiano.capelli,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
lilli240517,lilli240517,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
agraves902,agraves902,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rebel.snap,rebel.snap,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
mrllnobody,mrllnobody,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
skjernmotorcykler,skjernmotorcykler,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
4ngryape,4ngryape,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
alpadventures,alpadventures,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
outdoortraeume_bei_bruckmann,outdoortraeume_bei_bruckmann,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dmitriiosipch,dmitriiosipch,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
hondavietnam_official,hondavietnam_official,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lem_milgrau,lem_milgrau,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
xr_600_,xr_600_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dograu46_oficial,dograu46_oficial,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
tumultua_no_corte,tumultua_no_corte,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
ikaro_rael_,ikaro_rael_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
adjee.t7,adjee.t7,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
zerasdabahia075__,zerasdabahia075__,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dams_w_d,dams_w_d,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
elitemotosnh,elitemotosnh,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
tfxsuspension,tfxsuspension,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
shaquin_stunt,shaquin_stunt,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
galferturkiye,galferturkiye,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
aventureirosdeestradas,aventureirosdeestradas,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
2wheellove94,2wheellove94,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
asphaltrider_,asphaltrider_,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
moliterni.motos,moliterni.motos,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
kiwy_adv_expedition_wild,kiwy_adv_expedition_wild,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
stephenambonisye,stephenambonisye,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalp_019_,transalp_019_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
craving_escape,craving_escape,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mact2511,mact2511,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
4h10,4h10,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
grau.raspa_tudo018,grau.raspa_tudo018,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
alpyedavideontheroad,alpyedavideontheroad,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
osputifer0_ofc,osputifer0_ofc,instagram,ig_user,,0.0,12.0,0.0,0.0,-1
robrugrauu_,robrugrauu_,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
mototurk60,mototurk60,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motosikletborsasi,motosikletborsasi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ignoreatyourperil,ignoreatyourperil,instagram,ig_user,,0.0,5.0,0.0,0.0,-1
80scasualclassics,80scasualclassics,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
michaelalanporter,michaelalanporter,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
metoatee_bwd,metoatee_bwd,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trimmtrabtales,trimmtrabtales,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
jonny6703,jonny6703,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
snpuss,snpuss,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
james_perry_1,james_perry_1,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
adidadam76,adidadam76,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
gemmawinterstyle,gemmawinterstyle,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
britishmusicexperience,britishmusicexperience,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
liverpoolsupportersbarpatong,liverpoolsupportersbarpatong,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
cultur_news,cultur_news,instagram,ig_user,,0.0,5.0,0.0,0.0,-1
sumerezgu,sumerezgu,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cottontownvintage,cottontownvintage,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sneakerser,sneakerser,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
revistaelkarma,revistaelkarma,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
michelepaga,michelepaga,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
scott_pirie,scott_pirie,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mattiedoug,mattiedoug,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
m_crimp73,m_crimp73,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cassian.classics,cassian.classics,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
xception_massmotion,xception_massmotion,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
marshallartist_,marshallartist_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
theadidad,theadidad,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
tanks_memes_ita,tanks_memes_ita,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rafa70,rafa70,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
moradabiker__,moradabiker__,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
twowheelstransalpino,twowheelstransalpino,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
chromatic316,chromatic316,instagram,ig_user,,0.0,5.0,0.0,0.0,-1
conor.adam,conor.adam,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
delcleveland66,delcleveland66,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
